"","Zone.Code","All_People","England","Scotland","Wales","Northern_Ireland","Rep_Ireland","Other_EU","Elsewhere"
"8443","60QH000989",84,7,77,0,0,0,0,0
"8444","60QH000990",123,8,112,0,0,0,2,1
"8445","60QH000991",138,8,128,0,0,0,0,2
"8446","60QH000992",93,9,83,0,0,0,1,0
"8447","60QH000993",88,14,70,0,0,1,1,2
"8448","60QH000994",66,11,47,1,2,3,2,0
"8449","60QH000995",68,4,63,0,0,0,1,0
"8450","60QH000996",88,11,76,0,0,1,0,0
"8451","60QH000997",92,11,78,1,0,0,0,2
"8452","60QH000998",113,34,78,0,0,0,0,1
"8453","60QH000999",59,7,51,0,0,0,1,0
"8454","60QH001000",71,10,59,0,0,0,2,0
"8455","60QH001001",116,22,93,0,1,0,0,0
"8456","60QH001002",97,25,67,2,3,0,0,0
"8457","60QH001003",67,6,61,0,0,0,0,0
"8458","60QH001004",114,3,111,0,0,0,0,0
"8459","60QH001005",94,4,88,1,0,0,1,0
"8460","60QH001006",140,12,126,0,1,0,1,0
"8461","60QH001007",126,8,109,1,4,0,4,0
"8462","60QH001008",78,0,75,0,2,0,1,0
"8463","60QH001009",94,4,89,0,0,0,0,1
"8464","60QH001010",60,10,45,0,4,0,0,1
"8465","60QH001011",108,13,90,1,1,0,0,3
"8466","60QH001012",113,5,107,0,1,0,0,0
"8467","60QH001013",81,18,59,0,0,0,0,4
"8468","60QH001014",105,40,57,2,4,0,0,2
"8469","60QH001015",67,8,56,1,1,0,1,0
"8470","60QH001016",114,23,88,1,0,0,0,2
"8471","60QH001017",58,12,44,0,0,0,1,1
"8472","60QH001018",165,7,156,0,0,0,0,2
"8473","60QH001019",78,7,71,0,0,0,0,0
"8474","60QH001020",54,7,46,0,0,1,0,0
"8475","60QH001021",74,24,47,0,0,0,2,1
"8476","60QH001022",94,22,68,1,1,0,1,1
"8477","60QH001023",95,5,89,0,0,0,0,1
"8478","60QH001024",65,9,51,1,0,0,0,4
"8479","60QH001025",127,23,100,0,3,0,0,1
"8480","60QH001026",59,2,57,0,0,0,0,0
"8481","60QH001027",125,19,102,0,0,0,0,4
"8482","60QH001028",96,14,81,0,0,0,0,1
"8483","60QH001029",52,2,49,0,0,0,1,0
"8484","60QH001030",85,16,63,0,1,1,1,3
"8485","60QH001031",140,29,107,0,1,0,2,1
"8486","60QH001032",95,19,71,3,0,0,2,0
"8487","60QH001033",95,9,81,0,3,0,0,2
"8488","60QH001034",59,4,54,0,0,1,0,0
"8489","60QH001035",109,21,82,0,2,0,0,4
"8490","60QH001036",94,15,72,0,5,0,2,0
"8491","60QH001037",90,19,68,0,1,0,1,1
"8492","60QH001038",61,10,51,0,0,0,0,0
"8493","60QH001039",114,22,89,0,0,0,0,3
"8494","60QH001040",143,31,103,2,5,0,0,2
"8495","60QH001041",171,27,141,1,0,0,0,2
"8496","60QH001042",151,34,111,0,3,1,0,2
"8497","60QH001043",129,34,92,1,0,1,0,1
"8498","60QH001044",132,8,123,0,0,0,0,1
"8499","60QH001045",132,16,113,1,0,0,0,2
"8500","60QH001046",103,36,65,0,0,1,0,1
"8501","60QH001047",91,36,54,0,0,0,1,0
"8502","60QH001048",91,24,63,2,1,0,1,0
"8503","60QH001049",107,42,60,0,3,0,1,1
"8504","60QH001050",179,65,98,0,6,0,1,9
"8505","60QH001051",111,27,77,5,0,0,2,0
"8506","60QH001052",148,37,101,0,4,0,2,4
"8507","60QH001053",124,22,98,1,0,0,1,2
"8508","60QH001054",149,37,103,1,1,1,1,5
"8509","60QH001055",128,45,79,0,1,0,1,2
"8510","60QH001056",161,37,115,1,3,1,4,0
"8511","60QH001057",64,22,37,1,0,2,0,2
"8512","60QH001058",82,20,55,0,0,0,5,2
"8513","60QH001059",78,21,51,1,0,0,0,5
"8514","60QH001060",107,32,61,0,6,0,4,4
"8515","60QH001061",135,58,70,3,1,1,1,1
"8516","60QH001062",112,39,63,2,0,2,1,5
"8517","60QH001063",89,28,54,0,2,0,0,5
"8518","60QH001064",106,32,71,1,0,1,1,0
"8519","60QH001065",103,8,92,1,0,0,0,2
"8520","60QH001066",60,13,44,0,1,0,1,1
"8521","60QH001067",72,12,58,0,1,1,0,0
"8522","60QH001068",138,30,97,0,9,0,0,2
"8523","60QH001069",83,22,54,0,6,0,1,0
"8524","60QH001070",58,14,43,0,0,0,1,0
"8525","60QH001071",98,16,78,0,0,0,0,4
"8526","60QH001072",94,26,65,0,0,0,1,2
"8527","60QH001073",118,36,79,2,0,0,1,0
"8528","60QH001074",134,21,105,0,4,1,1,2
"8529","60QH001075",104,25,71,1,0,0,3,4
"8530","60QH001076",127,10,106,0,2,3,2,4
"8531","60QH001077",91,6,84,0,1,0,0,0
"8532","60QH001078",94,11,73,0,5,5,0,0
"8533","60QH001079",115,34,78,0,1,0,1,1
"8534","60QH001080",81,5,72,1,1,1,0,1
"8535","60QH001081",112,10,97,0,2,0,2,1
"8536","60QH001082",109,26,79,0,0,0,2,2
"8537","60QH001083",64,3,59,0,1,0,1,0
"8538","60QH001084",69,12,55,0,0,0,0,2
"8539","60QH001085",90,23,61,0,3,1,2,0
"8540","60QH001086",83,19,59,2,0,0,2,1
"8541","60QH001087",176,66,99,0,1,0,3,7
"8542","60QH001088",57,1,55,0,0,0,1,0
"8543","60QH001089",86,15,70,0,1,0,0,0
"8544","60QH001090",78,5,67,0,5,0,0,1
"8545","60QH001091",118,55,51,2,1,0,3,6
"8546","60QH001092",116,18,90,2,3,0,0,3
"8547","60QH001093",71,15,52,0,2,0,2,0
"8548","60QH001094",165,15,146,0,2,0,0,2
"8549","60QH001095",98,6,91,0,1,0,0,0
"8550","60QH001096",101,16,82,0,1,0,0,2
"8551","60QH001097",116,12,101,2,0,0,0,1
"8552","60QH001098",166,31,131,0,0,0,3,1
"8553","60QH001099",128,41,86,0,0,0,0,1
"8554","60QH001100",57,6,51,0,0,0,0,0
"8555","60QH001101",162,30,131,0,0,0,0,1
"8556","60QH001102",92,26,63,0,0,0,1,2
"8557","60QH001103",106,48,57,0,0,1,0,0
"8558","60QH001104",62,21,41,0,0,0,0,0
"8559","60QH001105",137,59,77,1,0,0,0,0
"8560","60QH001106",111,46,63,1,0,0,1,0
"8561","60QH001107",58,2,48,1,0,1,0,6
"8562","60QH001108",102,9,78,2,1,1,3,8
"8563","60QH001109",77,5,66,1,2,0,0,3
"8564","60QH001110",53,9,41,0,1,0,1,1
"8565","60QH001111",75,5,68,0,0,0,0,2
"8566","60QH001112",58,7,51,0,0,0,0,0
"8567","60QH001113",87,10,69,2,0,0,3,3
"8568","60QH001114",151,14,133,0,0,0,3,1
"8569","60QH001115",74,1,69,0,0,2,0,2
"8570","60QH001116",109,10,93,1,2,0,0,3
"8571","60QH001117",117,11,102,0,1,0,1,2
"8572","60QH001118",98,33,60,0,1,0,1,3
"8573","60QH001119",104,49,49,0,1,0,0,5
"8574","60QH001120",88,47,39,0,0,0,1,1
"8575","60QH001121",107,33,74,0,0,0,0,0
"8576","60QH001122",102,18,77,0,5,0,2,0
"8577","60QH001123",98,14,81,0,1,0,0,2
"8578","60QH001124",115,12,94,0,5,0,0,4
"8579","60QH001125",118,21,87,1,5,1,1,2
"8580","60QH001126",126,3,118,0,2,1,2,0
"8581","60QH001127",177,34,137,0,1,1,1,3
"8582","60QH001128",152,24,115,0,2,10,1,0
"8583","60QH001129",65,6,58,0,0,1,0,0
"8584","60QH001130",170,36,118,2,2,2,1,9
"8585","60QH001131",161,34,122,2,2,1,0,0
"8586","60QH001132",118,22,81,1,1,1,3,9
"8587","60QH001133",115,45,65,0,2,1,1,1
"8588","60QH001134",111,33,64,1,1,1,4,7
"8589","60QH001135",75,13,57,1,1,1,0,2
"8590","60QH001136",76,26,50,0,0,0,0,0
"8591","60QH001137",133,47,80,0,0,0,1,5
"8592","60QH001138",94,28,59,1,2,0,1,3
"8593","60QH001139",127,34,88,0,4,0,0,1
"8594","60QH001140",109,40,60,0,3,2,1,3
"8595","60QH001141",50,27,12,1,0,0,1,9
"8596","60QH001142",214,19,190,0,1,0,2,2
"8597","60QH001143",142,17,110,2,2,2,4,5
"8598","60QH001144",55,2,53,0,0,0,0,0
"8599","60QH001145",112,11,97,1,1,0,2,0
"8600","60QH001146",104,19,78,0,5,1,1,0
"8601","60QH001147",109,18,88,0,1,0,2,0
"8602","60QH001148",82,13,67,0,0,0,2,0
"8603","60QH001149",122,13,101,1,2,1,2,2
"8604","60QH001150",188,8,177,0,2,1,0,0
"8605","60QH001151",88,18,63,0,3,1,1,2
"8606","60QH001152",107,20,83,0,1,1,2,0
"8607","60QH001153",84,16,65,0,0,1,2,0
"8608","60QH001154",82,20,59,1,0,0,1,1
"8609","60QH001155",121,17,96,2,2,0,0,4
"8610","60QH001156",95,6,85,2,2,0,0,0
"8611","60QH001157",128,5,121,0,1,0,1,0
"8612","60QH001158",103,1,102,0,0,0,0,0
"8613","60QH001159",130,10,116,2,0,0,0,2
"8614","60QH001160",97,6,88,0,2,1,0,0
"8615","60QH001161",152,12,134,0,2,1,2,1
"8616","60QH001162",55,1,53,0,0,1,0,0
"8617","60QH001163",60,5,52,0,1,2,0,0
"8618","60QH001164",56,9,47,0,0,0,0,0
"8619","60QH001165",114,2,108,1,2,0,1,0
"8620","60QH001166",122,8,109,0,4,0,0,1
"8621","60QH001167",147,17,119,2,3,0,3,3
"8622","60QH001168",188,26,157,1,1,0,1,2
"8623","60QH001169",70,12,58,0,0,0,0,0
"8624","60QH001170",82,10,71,0,0,0,0,1
"8625","60QH001171",86,7,77,0,0,0,1,1
"8626","60QH001172",95,23,65,3,0,0,1,3
"8627","60QH001173",143,37,102,1,0,0,2,1
"8628","60QH001174",52,9,40,1,1,0,0,1
"8629","60QH001175",91,8,78,1,3,0,0,1
"8630","60QH001176",91,19,65,1,0,2,0,4
"8631","60QH001177",88,14,70,0,1,1,0,2
"8632","60QH001178",141,23,117,0,0,0,0,1
"8633","60QH001179",108,9,96,0,0,0,1,2
"8634","60QH001180",98,9,89,0,0,0,0,0
"8635","60QH001181",135,34,100,0,0,0,0,1
"8636","60QH001182",68,15,53,0,0,0,0,0
"8637","60QH001183",103,11,90,0,2,0,0,0
"8638","60QH001184",100,13,85,0,0,0,0,2
"8639","60QH001185",65,7,56,0,0,0,0,2
"8640","60QH001186",176,15,158,2,0,0,1,0
"8641","60QH001187",65,25,39,0,0,0,1,0
"8642","60QH001188",150,61,86,0,0,0,2,1
"8643","60QH001189",148,83,61,1,0,0,0,3
"8644","60QH001190",97,57,36,0,1,2,0,1
"8645","60QH001191",55,5,49,0,1,0,0,0
"8646","60QH001192",93,7,78,1,1,2,2,2
"8647","60QH001193",88,15,69,0,0,0,0,4
"8648","60QH001194",148,11,126,0,0,3,6,2
"8649","60QH001195",96,10,77,0,0,3,3,3
"8650","60QH001196",62,3,53,0,1,1,2,2
"8651","60QH001197",130,15,111,0,2,1,0,1
"8652","60QH001198",136,17,114,0,1,1,1,2
"8653","60QH001199",118,10,105,0,0,0,2,1
"8654","60QH001200",232,32,183,1,2,3,6,5
"8655","60QH001201",125,16,75,1,2,1,1,29
"8656","60QH001202",198,17,175,4,1,1,0,0
"8657","60QH001203",144,13,128,0,0,0,0,3
"8658","60QH001204",178,14,155,0,0,1,3,5
"8659","60QH001205",149,9,138,0,0,1,0,1
"8660","60QH001206",118,7,107,0,1,0,0,3
"8661","60QH001207",124,12,111,0,1,0,0,0
"8662","60QH001208",98,9,85,0,0,1,2,1
"8663","60QH001209",114,15,92,0,0,3,3,1
"8664","60QH001210",94,9,82,0,3,0,0,0
"8665","60QH001211",138,10,123,1,0,0,0,4
"8666","60QH001212",68,4,59,1,0,2,1,1
"8667","60QH001213",65,7,57,0,0,0,0,1
"8668","60QH001214",127,5,112,3,3,0,1,3
"8669","60QH001215",136,17,117,0,0,1,0,1
"8670","60QH001216",137,18,111,1,2,1,1,3
"8671","60QH001217",115,9,100,0,2,2,1,1
"8672","60QH001218",92,13,73,1,0,1,0,4
"8673","60QH001219",133,3,128,0,1,1,0,0
"8674","60QH001220",75,7,66,0,0,0,2,0
"8675","60QH001221",171,4,165,0,1,1,0,0
"8676","60QH001222",103,9,92,1,0,0,1,0
"8677","60QH001223",112,6,103,0,1,0,0,2
"8678","60QH001224",97,9,85,0,1,1,1,0
"8679","60QH001225",107,10,92,0,2,0,0,3
"8680","60QH001226",137,38,96,0,1,0,0,2
"8681","60QH001227",93,10,82,0,1,0,0,0
"8682","60QH001228",107,13,92,0,0,0,0,2
"8683","60QH001229",132,17,104,0,1,0,1,9
"8684","60QH001230",79,4,74,0,0,0,1,0
"8685","60QH001231",150,4,143,0,0,0,1,2
"8686","60QH001232",82,2,76,1,1,0,1,1
"8687","60QH001233",150,7,141,0,0,0,2,0
"8688","60QH001234",93,7,82,0,2,0,0,2
"8689","60QH001235",104,7,96,0,0,1,0,0
"8690","60QH001236",213,17,193,0,0,0,2,1
"8691","60QH001237",115,14,97,0,1,0,1,2
"8692","60QH001238",124,11,110,0,0,0,0,3
"8693","60QH001239",154,29,118,1,1,0,2,3
"8694","60QH001240",114,16,95,0,1,0,1,1
"8695","60QH001241",70,14,56,0,0,0,0,0
"8696","60QH001242",151,17,131,0,1,1,1,0
"8697","60QH001243",101,6,92,0,0,0,0,3
"8698","60QH001244",131,9,116,0,1,0,3,2
"8699","60QH001245",80,8,71,0,1,0,0,0
"8700","60QH001246",144,12,125,2,0,1,2,2
"8701","60QH001247",119,10,106,0,0,1,0,2
"8702","60QH001248",75,7,68,0,0,0,0,0
"8703","60QH001249",169,27,137,0,0,0,1,4
"8704","60QH001250",99,14,82,0,1,1,0,1
"8705","60QH001251",91,12,77,0,1,0,0,1
"8706","60QH001252",126,28,93,1,1,0,1,2
"8707","60QH001253",72,7,63,0,0,0,2,0
"8708","60QH001254",169,13,153,0,0,1,0,2
"8709","60QH001255",115,6,104,0,2,0,0,3
"8710","60QH001256",69,2,66,0,0,0,0,1
"8711","60QJ000001",95,25,43,3,10,8,3,3
"8712","60QJ000002",108,14,76,0,3,8,4,3
"8713","60QJ000003",209,16,114,1,24,4,26,24
"8714","60QJ000004",154,19,84,0,18,10,5,18
"8715","60QJ000005",98,12,74,1,3,3,1,4
"8716","60QJ000006",161,9,128,1,7,0,2,14
"8717","60QJ000007",114,11,86,1,8,3,0,5
"8718","60QJ000008",95,3,88,1,1,0,1,1
"8719","60QJ000009",113,10,91,1,1,1,6,3
"8720","60QJ000010",108,11,94,0,2,0,0,1
"8721","60QJ000011",198,13,159,1,3,2,0,20
"8722","60QJ000012",87,10,70,0,4,0,1,2
"8723","60QJ000013",61,8,38,0,5,0,2,8
"8724","60QJ000014",162,30,88,3,16,1,7,17
"8725","60QJ000015",84,12,53,2,5,0,5,7
"8726","60QJ000016",83,15,50,0,2,2,7,7
"8727","60QJ000017",151,28,100,0,6,0,5,12
"8728","60QJ000018",153,20,100,1,19,0,3,10
"8729","60QJ000019",353,72,189,0,25,11,16,40
"8730","60QJ000020",139,14,65,1,11,0,2,46
"8731","60QJ000021",105,12,77,0,8,1,0,7
"8732","60QJ000022",111,27,62,0,13,3,1,5
"8733","60QJ000023",72,1,65,0,1,0,2,3
"8734","60QJ000024",131,22,87,0,9,0,5,8
"8735","60QJ000025",69,6,54,0,1,0,1,7
"8736","60QJ000026",127,23,77,0,7,1,11,8
"8737","60QJ000027",110,14,77,0,5,4,4,6
"8738","60QJ000028",66,4,45,0,1,0,4,12
"8739","60QJ000029",128,8,104,0,5,1,0,10
"8740","60QJ000030",93,7,74,0,2,1,1,8
"8741","60QJ000031",88,15,49,0,10,0,4,10
"8742","60QJ000032",106,5,92,0,1,0,1,7
"8743","60QJ000033",156,9,119,0,4,5,4,15
"8744","60QJ000034",81,9,55,0,4,2,4,7
"8745","60QJ000035",61,3,54,0,1,0,1,2
"8746","60QJ000036",85,6,68,0,2,1,1,7
"8747","60QJ000037",87,12,66,0,2,2,2,3
"8748","60QJ000038",87,8,52,0,19,0,3,5
"8749","60QJ000039",56,9,33,0,2,1,3,8
"8750","60QJ000040",126,2,120,0,0,0,0,4
"8751","60QJ000041",135,12,113,0,3,0,0,7
"8752","60QJ000042",110,5,100,0,1,2,1,1
"8753","60QJ000043",144,15,117,0,1,0,3,8
"8754","60QJ000044",111,12,93,1,0,0,0,5
"8755","60QJ000045",120,14,19,0,4,0,12,71
"8756","60QJ000046",93,11,77,1,1,0,0,3
"8757","60QJ000047",90,10,68,0,1,1,1,9
"8758","60QJ000048",141,18,106,2,0,0,0,15
"8759","60QJ000049",117,10,95,2,2,0,1,7
"8760","60QJ000050",142,9,123,0,1,0,1,8
"8761","60QJ000051",206,34,93,3,7,2,6,61
"8762","60QJ000052",137,12,107,2,1,0,1,14
"8763","60QJ000053",173,5,152,0,1,1,3,11
"8764","60QJ000054",178,11,159,0,0,1,2,5
"8765","60QJ000055",131,11,103,0,0,0,0,17
"8766","60QJ000056",76,10,58,0,1,0,1,6
"8767","60QJ000057",163,22,118,1,4,1,5,12
"8768","60QJ000058",362,73,199,1,25,3,12,49
"8769","60QJ000059",196,17,166,1,0,1,2,9
"8770","60QJ000060",131,18,105,0,2,1,4,1
"8771","60QJ000061",155,16,118,2,0,3,2,14
"8772","60QJ000062",136,14,106,2,2,0,3,9
"8773","60QJ000063",58,3,42,0,9,1,2,1
"8774","60QJ000064",112,15,81,1,4,3,5,3
"8775","60QJ000065",80,2,74,1,0,0,1,2
"8776","60QJ000066",111,8,70,0,10,1,8,14
"8777","60QJ000067",72,2,67,0,0,0,0,3
"8778","60QJ000068",68,7,57,0,1,0,1,2
"8779","60QJ000069",54,0,50,0,1,0,0,3
"8780","60QJ000070",124,12,94,0,3,1,5,9
"8781","60QJ000071",108,6,97,0,0,0,1,4
"8782","60QJ000072",105,15,80,1,1,1,5,2
"8783","60QJ000073",115,11,88,1,2,1,1,11
"8784","60QJ000074",117,7,90,1,8,3,2,6
"8785","60QJ000075",143,18,95,0,16,1,2,11
"8786","60QJ000076",106,15,65,0,12,3,4,7
"8787","60QJ000077",123,11,87,2,8,1,8,6
"8788","60QJ000078",99,20,71,0,3,0,1,4
"8789","60QJ000079",65,2,61,0,0,0,1,1
"8790","60QJ000080",200,35,88,1,33,5,8,30
"8791","60QJ000081",116,11,82,0,6,8,0,9
"8792","60QJ000082",167,24,107,2,17,2,5,10
"8793","60QJ000083",131,19,95,2,8,4,0,3
"8794","60QJ000084",161,26,118,1,2,2,6,6
"8795","60QJ000085",118,20,67,2,4,2,5,18
"8796","60QJ000086",125,28,78,3,6,0,1,9
"8797","60QJ000087",190,23,139,1,3,1,5,18
"8798","60QJ000088",126,4,117,1,0,0,1,3
"8799","60QJ000089",94,12,66,0,4,1,0,11
"8800","60QJ000090",55,7,32,0,7,0,4,5
"8801","60QJ000091",114,14,86,0,9,0,2,3
"8802","60QJ000092",69,5,63,0,0,0,0,1
"8803","60QJ000093",138,3,128,0,2,1,0,4
"8804","60QJ000094",108,4,99,0,0,0,1,4
"8805","60QJ000095",187,8,165,0,3,1,1,9
"8806","60QJ000096",56,1,52,0,0,0,1,2
"8807","60QJ000097",132,5,122,0,1,0,3,1
"8808","60QJ000098",155,12,136,1,3,1,1,1
"8809","60QJ000099",54,4,50,0,0,0,0,0
"8810","60QJ000100",126,5,111,1,6,0,1,2
"8811","60QJ000101",238,8,217,1,1,1,8,2
"8812","60QJ000102",158,4,149,0,0,0,2,3
"8813","60QJ000103",111,2,104,0,0,0,4,1
"8814","60QJ000104",104,4,99,0,1,0,0,0
"8815","60QJ000105",120,2,112,0,3,1,0,2
"8816","60QJ000106",70,1,67,0,0,0,1,1
"8817","60QJ000107",103,1,101,0,0,0,0,1
"8818","60QJ000108",97,2,94,0,0,1,0,0
"8819","60QJ000109",116,9,104,0,1,0,1,1
"8820","60QJ000110",125,8,115,0,0,1,0,1
"8821","60QJ000111",113,2,107,0,0,0,2,2
"8822","60QJ000112",115,3,107,0,1,0,0,4
"8823","60QJ000113",122,7,112,0,0,0,0,3
"8824","60QJ000114",132,2,123,0,2,0,1,4
"8825","60QJ000115",78,2,74,0,0,0,0,2
"8826","60QJ000116",135,18,109,1,0,0,1,6
"8827","60QJ000117",130,10,115,0,0,0,1,4
"8828","60QJ000118",95,1,91,0,0,0,1,2
"8829","60QJ000119",111,4,101,0,0,0,2,4
"8830","60QJ000120",154,2,144,0,1,0,1,6
"8831","60QJ000121",117,4,109,0,0,1,0,3
"8832","60QJ000122",122,8,108,0,0,0,1,5
"8833","60QJ000123",102,5,96,0,0,0,0,1
"8834","60QJ000124",96,2,90,0,0,0,1,3
"8835","60QJ000125",85,2,82,0,1,0,0,0
"8836","60QJ000126",111,4,105,0,1,0,1,0
"8837","60QJ000127",91,4,84,0,1,1,1,0
"8838","60QJ000128",134,9,118,0,0,1,1,5
"8839","60QJ000129",168,14,147,0,1,1,2,3
"8840","60QJ000130",152,5,142,1,0,0,1,3
"8841","60QJ000131",129,7,116,0,0,0,2,4
"8842","60QJ000132",118,3,108,1,1,1,0,4
"8843","60QJ000133",92,2,88,1,0,0,1,0
"8844","60QJ000134",73,3,64,0,1,1,0,4
"8845","60QJ000135",124,13,78,1,11,0,1,20
"8846","60QJ000136",70,2,66,0,2,0,0,0
"8847","60QJ000137",81,2,78,1,0,0,0,0
"8848","60QJ000138",89,3,80,0,0,0,0,6
"8849","60QJ000139",67,4,59,0,0,0,1,3
"8850","60QJ000140",114,1,112,0,0,1,0,0
"8851","60QJ000141",110,8,99,0,1,0,0,2
"8852","60QJ000142",87,4,74,0,2,1,3,3
"8853","60QJ000143",55,7,44,0,1,1,2,0
"8854","60QJ000144",128,8,97,0,6,0,8,9
"8855","60QJ000145",79,11,60,0,3,0,3,2
"8856","60QJ000146",72,5,59,0,5,3,0,0
"8857","60QJ000147",123,12,101,1,5,1,2,1
"8858","60QJ000148",99,10,75,0,2,2,3,7
"8859","60QJ000149",90,16,55,0,3,5,4,7
"8860","60QJ000150",127,15,95,2,2,1,3,9
"8861","60QJ000151",183,10,149,1,7,1,4,11
"8862","60QJ000152",75,8,60,0,2,1,1,3
"8863","60QJ000153",181,0,178,0,1,1,0,1
"8864","60QJ000154",71,6,64,0,0,0,0,1
"8865","60QJ000155",84,7,74,1,0,0,0,2
"8866","60QJ000156",104,1,94,0,0,0,4,5
"8867","60QJ000157",157,6,143,0,1,0,1,6
"8868","60QJ000158",82,3,73,0,0,1,1,4
"8869","60QJ000159",88,5,83,0,0,0,0,0
"8870","60QJ000160",70,2,66,0,0,1,0,1
"8871","60QJ000161",98,4,94,0,0,0,0,0
"8872","60QJ000162",136,4,126,1,0,0,0,5
"8873","60QJ000163",117,2,114,0,0,0,0,1
"8874","60QJ000164",81,4,74,0,1,2,0,0
"8875","60QJ000165",73,6,67,0,0,0,0,0
"8876","60QJ000166",84,2,80,0,1,0,0,1
"8877","60QJ000167",59,3,54,0,0,1,0,1
"8878","60QJ000168",116,11,99,2,3,0,0,1
"8879","60QJ000169",80,4,69,0,0,0,1,6
"8880","60QJ000170",127,5,115,0,1,0,2,4
"8881","60QJ000171",138,11,117,0,2,0,1,7
"8882","60QJ000172",107,3,103,0,0,0,1,0
"8883","60QJ000173",63,2,59,0,0,0,1,1
"8884","60QJ000174",85,7,74,1,1,0,2,0
"8885","60QJ000175",61,1,59,0,0,0,0,1
"8886","60QJ000176",62,4,55,0,0,0,2,1
"8887","60QJ000177",117,8,102,0,2,0,1,4
"8888","60QJ000178",158,7,145,0,1,0,2,3
"8889","60QJ000179",171,10,161,0,0,0,0,0
"8890","60QJ000180",152,5,143,1,0,1,1,1
"8891","60QJ000181",113,11,100,0,1,0,0,1
"8892","60QJ000182",94,6,82,1,3,0,0,2
"8893","60QJ000183",109,9,97,1,0,1,1,0
"8894","60QJ000184",114,3,105,0,2,1,0,3
"8895","60QJ000185",143,4,139,0,0,0,0,0
"8896","60QJ000186",169,9,159,0,0,0,1,0
"8897","60QJ000187",139,1,138,0,0,0,0,0
"8898","60QJ000188",73,2,69,0,0,0,1,1
"8899","60QJ000189",56,2,53,1,0,0,0,0
"8900","60QJ000190",91,4,82,0,1,0,2,2
"8901","60QJ000191",52,1,50,0,0,0,0,1
"8902","60QJ000192",53,2,51,0,0,0,0,0
"8903","60QJ000193",77,2,75,0,0,0,0,0
"8904","60QJ000194",114,3,109,0,0,1,1,0
"8905","60QJ000195",130,0,129,0,0,1,0,0
"8906","60QJ000196",58,1,53,1,0,0,3,0
"8907","60QJ000197",95,1,91,0,0,0,3,0
"8908","60QJ000198",96,2,91,0,2,0,1,0
"8909","60QJ000199",193,7,178,2,2,0,0,4
"8910","60QJ000200",162,7,150,1,0,0,1,3
"8911","60QJ000201",132,3,123,0,0,1,2,3
"8912","60QJ000202",236,4,210,0,0,3,1,18
"8913","60QJ000203",104,4,89,0,0,0,0,11
"8914","60QJ000204",176,13,152,1,1,1,1,7
"8915","60QJ000205",103,3,97,0,0,0,1,2
"8916","60QJ000206",89,5,82,1,0,0,0,1
"8917","60QJ000207",53,0,53,0,0,0,0,0
"8918","60QJ000208",66,0,65,0,0,1,0,0
"8919","60QJ000209",150,5,140,0,2,0,1,2
"8920","60QJ000210",151,3,141,1,1,2,2,1
"8921","60QJ000211",112,9,98,0,1,1,0,3
"8922","60QJ000212",66,6,57,0,0,1,2,0
"8923","60QJ000213",100,3,90,1,3,0,2,1
"8924","60QJ000214",71,3,63,0,0,0,0,5
"8925","60QJ000215",163,3,147,3,0,0,0,10
"8926","60QJ000216",137,2,123,1,0,0,3,8
"8927","60QJ000217",106,4,94,0,2,0,2,4
"8928","60QJ000218",102,5,89,1,1,0,1,5
"8929","60QJ000219",59,1,58,0,0,0,0,0
"8930","60QJ000220",89,6,82,1,0,0,0,0
"8931","60QJ000221",113,4,105,0,0,0,3,1
"8932","60QJ000222",93,2,86,0,0,0,3,2
"8933","60QJ000223",70,1,68,0,0,0,1,0
"8934","60QJ000224",75,2,67,0,1,0,0,5
"8935","60QJ000225",66,1,65,0,0,0,0,0
"8936","60QJ000226",66,3,61,1,0,0,0,1
"8937","60QJ000227",128,6,114,0,0,0,3,5
"8938","60QJ000228",165,4,154,0,0,0,2,5
"8939","60QJ000229",142,4,135,0,0,0,2,1
"8940","60QJ000230",107,3,103,0,0,0,0,1
"8941","60QJ000231",94,5,84,0,2,0,1,2
"8942","60QJ000232",102,4,97,0,0,1,0,0
"8943","60QJ000233",70,1,69,0,0,0,0,0
"8944","60QJ000234",129,1,117,1,0,0,6,4
"8945","60QJ000235",106,7,93,0,0,0,2,4
"8946","60QJ000236",119,1,117,0,0,0,0,1
"8947","60QJ000237",149,3,146,0,0,0,0,0
"8948","60QJ000238",110,2,106,0,0,0,1,1
"8949","60QJ000239",66,2,62,0,1,0,1,0
"8950","60QJ000240",85,7,75,0,1,0,1,1
"8951","60QJ000241",79,7,71,0,0,0,0,1
"8952","60QJ000242",93,2,87,0,0,0,1,3
"8953","60QJ000243",131,0,125,0,1,0,3,2
"8954","60QJ000244",67,6,61,0,0,0,0,0
"8955","60QJ000245",150,7,139,0,0,0,2,2
"8956","60QJ000246",105,4,100,0,0,0,0,1
"8957","60QJ000247",130,2,123,0,0,0,3,2
"8958","60QJ000248",167,9,157,0,0,0,1,0
"8959","60QJ000249",163,8,137,2,2,0,2,12
"8960","60QJ000250",69,4,63,0,0,0,1,1
"8961","60QJ000251",53,1,51,0,0,0,0,1
"8962","60QJ000252",144,6,137,0,0,0,1,0
"8963","60QJ000253",131,6,123,0,0,0,0,2
"8964","60QJ000254",142,6,131,0,2,0,3,0
"8965","60QJ000255",105,1,100,0,1,0,1,2
"8966","60QJ000256",119,10,102,0,4,0,1,2
"8967","60QJ000257",50,0,49,0,0,0,0,1
"8968","60QJ000258",129,4,125,0,0,0,0,0
